person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
eow: saturday, january 31,1981,cause of death: vehicular assault,vehicular assault,1981-01-31,1981,False,ravenna police department, oh
eow: sunday, february 1,1981,cause of death: vehicular assault,vehicular assault,1981-02-01,1981,False,burns police department, or
eow: sunday, february 1,1981,cause of death: automobile accident,automobile accident,1981-02-01,1981,False,cudahy police department, wi
eow: wednesday, february 4,1981,cause of death: heart attack,heart attack,1981-02-04,1981,False,chicago police department, il
eow: saturday, february 7,1981,cause of death: gunfire,gunfire,1981-02-07,1981,False,washington county sheriff's office, oh
eow: saturday, february 7,1981,cause of death: gunfire,gunfire,1981-02-07,1981,False,nueces county constable's office - precinct 6, tx
eow: sunday, february 8,1981,cause of death: gunfire,gunfire,1981-02-08,1981,False,austell police department, ga
eow: tuesday, february 10,1981,cause of death: heart attack,heart attack,1981-02-10,1981,False,clear creek county sheriff's office, co
eow: saturday, february 14,1981,cause of death: assault,assault,1981-02-14,1981,False,dillon police department, mt
eow: saturday, february 21,1981,cause of death: heart attack,heart attack,1981-02-21,1981,False,san francisco police department, ca
eow: saturday, february 21,1981,cause of death: automobile accident,automobile accident,1981-02-21,1981,False,jacksonville sheriff's office, fl
eow: sunday, february 22,1981,cause of death: struck by vehicle,struck by vehicle,1981-02-22,1981,False,bremen police department, in
eow: tuesday, february 24,1981,cause of death: automobile accident,automobile accident,1981-02-24,1981,False,california highway patrol, ca
eow: wednesday, february 25,1981,cause of death: gunfire,gunfire,1981-02-25,1981,False,dallas police department, tx
eow: saturday, february 28,1981,cause of death: heart attack,heart attack,1981-02-28,1981,False,chicago police department, il
eow: saturday, february 28,1981,cause of death: gunfire,gunfire,1981-02-28,1981,False,grant county sheriff's office, nm
eow: thursday, march 5,1981,cause of death: gunfire,gunfire,1981-03-05,1981,False,frostproof police department, fl
eow: sunday, march 8,1981,cause of death: gunfire,gunfire,1981-03-08,1981,False,desoto county sheriff's department, ms
eow: wednesday, march 11,1981,cause of death: drowned,drowned,1981-03-11,1981,False,new york state environmental conservation police, ny
eow: wednesday, march 11,1981,cause of death: heart attack,heart attack,1981-03-11,1981,False,oklahoma state bureau of investigation, ok
eow: thursday, march 19,1981,cause of death: duty related illness,duty related illness,1981-03-19,1981,False,new york state police, ny
eow: friday, march 20,1981,cause of death: gunfire,gunfire,1981-03-20,1981,False,west fork police department, ar
eow: friday, march 20,1981,cause of death: gunfire,gunfire,1981-03-20,1981,False,newport news police department, va
eow: saturday, march 21,1981,cause of death: struck by vehicle,struck by vehicle,1981-03-21,1981,False,germantown police department, wi
eow: tuesday, march 24,1981,cause of death: gunfire,gunfire,1981-03-24,1981,False,conway police department, ar
eow: friday, march 27,1981,cause of death: gunfire,gunfire,1981-03-27,1981,False,montgomery county police department, md
eow: saturday, march 28,1981,cause of death: gunfire,gunfire,1981-03-28,1981,False,denver police department, co
eow: monday, march 30,1981,cause of death: vehicular assault,vehicular assault,1981-03-30,1981,False,sullivan county sheriff's department, tn
eow: wednesday, april 1,1981,cause of death: stabbed,stabbed,1981-04-01,1981,False,california department of corrections and rehabilitation, ca
eow: friday, april 3,1981,cause of death: automobile accident,automobile accident,1981-04-03,1981,False,fort myers police department, fl
eow: saturday, april 4,1981,cause of death: assault,assault,1981-04-04,1981,False,texas department of criminal justice, tx
eow: saturday, april 4,1981,cause of death: gunfire,gunfire,1981-04-04,1981,False,texas department of criminal justice, tx
eow: sunday, april 5,1981,cause of death: gunfire,gunfire,1981-04-05,1981,False,columbia police department, tn
eow: monday, april 6,1981,cause of death: drowned,drowned,1981-04-06,1981,False,auburn police department, me
eow: wednesday, april 8,1981,cause of death: automobile accident,automobile accident,1981-04-08,1981,False,mclennan county sheriff's department, tx
eow: friday, april 10,1981,cause of death: vehicular assault,vehicular assault,1981-04-10,1981,False,downey police department, ca
eow: saturday, april 11,1981,cause of death: assault,assault,1981-04-11,1981,False,fouke police department, ar
eow: monday, april 13,1981,cause of death: gunfire,gunfire,1981-04-13,1981,False,jackson police department, ms
eow: tuesday, april 14,1981,cause of death: gunfire (accidental),gunfire (accidental),1981-04-14,1981,False,savannah police department, ga
eow: thursday, april 16,1981,cause of death: vehicular assault,vehicular assault,1981-04-16,1981,False,st. paul police department, mn
eow: friday, april 17,1981,cause of death: struck by vehicle,struck by vehicle,1981-04-17,1981,False,east haddam police department, ct
eow: saturday, april 18,1981,cause of death: struck by vehicle,struck by vehicle,1981-04-18,1981,False,palm beach county sheriff's office, fl
eow: saturday, april 18,1981,cause of death: vehicular assault,vehicular assault,1981-04-18,1981,False,houston police department, tx
eow: sunday, april 19,1981,cause of death: heart attack,heart attack,1981-04-19,1981,False,pennsylvania state capitol police, pa
eow: monday, april 20,1981,cause of death: struck by train,struck by train,1981-04-20,1981,False,richland police department, ms
eow: friday, may 1,1981,cause of death: gunfire,gunfire,1981-05-01,1981,False,new york city police department, ny
eow: friday, may 1,1981,cause of death: heart attack,heart attack,1981-05-01,1981,False,milwaukee county sheriff's office, wi
eow: saturday, may 2,1981,cause of death: gunfire,gunfire,1981-05-02,1981,False,lake county sheriff's office, ca
eow: saturday, may 2,1981,cause of death: gunfire (accidental),gunfire (accidental),1981-05-02,1981,False,los angeles county sheriff's department, ca
eow: monday, may 4,1981,cause of death: gunfire,gunfire,1981-05-04,1981,False,new york city housing authority police department, ny
eow: sunday, may 10,1981,cause of death: gunfire,gunfire,1981-05-10,1981,False,philadelphia police department, pa
eow: wednesday, may 13,1981,cause of death: automobile accident,automobile accident,1981-05-13,1981,False,puerto rico police department, pr
eow: friday, may 15,1981,cause of death: assault,assault,1981-05-15,1981,False,new york state department of correctional services, ny
eow: saturday, may 16,1981,cause of death: gunfire,gunfire,1981-05-16,1981,False,st. louis county police department, mo
eow: sunday, may 24,1981,cause of death: gunfire,gunfire,1981-05-24,1981,False,jacksonville sheriff's office, fl
eow: thursday, may 28,1981,cause of death: assault,assault,1981-05-28,1981,False,jacksonville police department, nc
eow: friday, may 29,1981,cause of death: vehicular assault,vehicular assault,1981-05-29,1981,False,kingsville police department, tx
eow: sunday, may 31,1981,cause of death: automobile accident,automobile accident,1981-05-31,1981,False,los angeles police department, ca
eow: monday, june 1,1981,cause of death: gunfire (accidental),gunfire (accidental),1981-06-01,1981,False,sacramento police department, ca
eow: tuesday, june 2,1981,cause of death: struck by vehicle,struck by vehicle,1981-06-02,1981,False,texas department of public safety - texas highway patrol, tx
eow: saturday, june 6,1981,cause of death: gunfire,gunfire,1981-06-06,1981,False,san diego police department, ca
eow: saturday, june 6,1981,cause of death: gunfire,gunfire,1981-06-06,1981,False,chicago police department, il
eow: tuesday, june 9,1981,cause of death: gunfire,gunfire,1981-06-09,1981,False,essex county sheriff's department, nj
eow: tuesday, june 9,1981,cause of death: gunfire,gunfire,1981-06-09,1981,False,anderson county sheriff's department, tn
eow: wednesday, june 10,1981,cause of death: struck by vehicle,struck by vehicle,1981-06-10,1981,False,el paso police department, tx
eow: friday, june 12,1981,cause of death: vehicular assault,vehicular assault,1981-06-12,1981,False,maplesville police department, al
eow: saturday, june 13,1981,cause of death: struck by vehicle,struck by vehicle,1981-06-13,1981,False,missouri state highway patrol, mo
eow: monday, june 15,1981,cause of death: motorcycle accident,motorcycle accident,1981-06-15,1981,False,tallahassee police department, fl
eow: sunday, june 21,1981,cause of death: gunfire,gunfire,1981-06-21,1981,False,united states postal inspection service - postal police, us
eow: sunday, june 21,1981,cause of death: assault,assault,1981-06-21,1981,False,american samoa department of public safety, as
eow: friday, june 26,1981,cause of death: gunfire,gunfire,1981-06-26,1981,False,charleston police department, wv
eow: saturday, june 27,1981,cause of death: gunfire,gunfire,1981-06-27,1981,False,oakland police department, ca
eow: saturday, june 27,1981,cause of death: gunfire,gunfire,1981-06-27,1981,False,aurora police department, co
eow: sunday, june 28,1981,cause of death: heart attack,heart attack,1981-06-28,1981,False,rowley police department, ma
eow: sunday, july 5,1981,cause of death: heart attack,heart attack,1981-07-05,1981,False,la plata county sheriff's office, co
eow: tuesday, july 7,1981,cause of death: duty related illness,duty related illness,1981-07-07,1981,False,north bergen police department, nj
eow: saturday, july 11,1981,cause of death: gunfire,gunfire,1981-07-11,1981,False,kansas highway patrol, ks
eow: saturday, july 11,1981,cause of death: struck by vehicle,struck by vehicle,1981-07-11,1981,False,warwick police department, ri
eow: sunday, july 12,1981,cause of death: gunfire,gunfire,1981-07-12,1981,False,waterloo police department, ia
eow: monday, july 13,1981,cause of death: aircraft accident,aircraft accident,1981-07-13,1981,False,florida highway patrol, fl
eow: monday, july 13,1981,cause of death: gunfire,gunfire,1981-07-13,1981,False,waterloo police department, ia
eow: tuesday, july 14,1981,cause of death: automobile accident,automobile accident,1981-07-14,1981,False,black hawk county sheriff's office, ia
eow: friday, july 17,1981,cause of death: automobile accident,automobile accident,1981-07-17,1981,False,ontario county sheriff's office, ny
eow: monday, july 20,1981,cause of death: gunfire,gunfire,1981-07-20,1981,False,baltimore city police department, md
eow: friday, july 24,1981,cause of death: gunfire,gunfire,1981-07-24,1981,False,tampa police department, fl
eow: saturday, july 25,1981,cause of death: vehicular assault,vehicular assault,1981-07-25,1981,False,tulsa police department, ok
eow: thursday, july 30,1981,cause of death: aircraft accident,aircraft accident,1981-07-30,1981,False,oklahoma bureau of narcotics and dangerous drugs control, ok
eow: thursday, july 30,1981,cause of death: aircraft accident,aircraft accident,1981-07-30,1981,False,mcalester police department, ok
eow: saturday, august 1,1981,cause of death: gunfire,gunfire,1981-08-01,1981,False,sacramento county district attorney's office, ca
eow: monday, august 3,1981,cause of death: aircraft accident,aircraft accident,1981-08-03,1981,False,fort lauderdale police department, fl
eow: wednesday, august 5,1981,cause of death: gunfire,gunfire,1981-08-05,1981,False,memphis police department, tn
eow: friday, august 7,1981,cause of death: gunfire,gunfire,1981-08-07,1981,False,kentucky state police, ky
eow: friday, august 7,1981,cause of death: vehicular assault,vehicular assault,1981-08-07,1981,False,skagit county sheriff's office, wa
eow: saturday, august 8,1981,cause of death: vehicular assault,vehicular assault,1981-08-08,1981,False,swea city police department, ia
eow: tuesday, august 11,1981,cause of death: gunfire,gunfire,1981-08-11,1981,False,gary police department, in
eow: thursday, august 13,1981,cause of death: gunfire,gunfire,1981-08-13,1981,False,holliston police department, ma
eow: saturday, august 15,1981,cause of death: vehicular assault,vehicular assault,1981-08-15,1981,False,seymour police department, in
eow: wednesday, august 19,1981,cause of death: automobile accident,automobile accident,1981-08-19,1981,False,merced county sheriff's department, ca
eow: saturday, august 22,1981,cause of death: automobile accident,automobile accident,1981-08-22,1981,False,flippin police department, ar
eow: saturday, august 22,1981,cause of death: gunfire,gunfire,1981-08-22,1981,False,suffolk county police department, ny
eow: saturday, august 29,1981,cause of death: exposure to toxins,exposure to toxins,1981-08-29,1981,False,michigan state police, mi
eow: saturday, august 29,1981,cause of death: stabbed,stabbed,1981-08-29,1981,False,tennessee department of correction, tn
eow: sunday, august 30,1981,cause of death: stabbed,stabbed,1981-08-30,1981,False,new mexico corrections department, nm
eow: tuesday, september 1,1981,cause of death: assault,assault,1981-09-01,1981,False,oklahoma department of corrections, ok
eow: wednesday, september 2,1981,cause of death: gunfire,gunfire,1981-09-02,1981,False,miami police department, fl
eow: thursday, september 3,1981,cause of death: heart attack,heart attack,1981-09-03,1981,False,orange police department, ct
eow: thursday, september 3,1981,cause of death: automobile accident,automobile accident,1981-09-03,1981,False,stark county sheriff's office, oh
eow: thursday, september 3,1981,cause of death: vehicle pursuit,vehicle pursuit,1981-09-03,1981,False,virginia state police, va
eow: friday, september 11,1981,cause of death: struck by vehicle,struck by vehicle,1981-09-11,1981,False,towns county sheriff's office, ga
eow: friday, september 11,1981,cause of death: aircraft accident,aircraft accident,1981-09-11,1981,False,ferry county sheriff's department, wa
eow: friday, september 11,1981,cause of death: aircraft accident,aircraft accident,1981-09-11,1981,False,braxton county sheriff's department, wv
eow: tuesday, september 15,1981,cause of death: motorcycle accident,motorcycle accident,1981-09-15,1981,False,terre haute police department, in
eow: monday, september 21,1981,cause of death: aircraft accident,aircraft accident,1981-09-21,1981,False,comal county sheriff's office, tx
eow: wednesday, september 23,1981,cause of death: automobile accident,automobile accident,1981-09-23,1981,False,metro-dade police department, fl
eow: friday, september 25,1981,cause of death: gunfire,gunfire,1981-09-25,1981,False,lexington police department, tn
eow: sunday, september 27,1981,cause of death: heart attack,heart attack,1981-09-27,1981,False,harper woods police department, mi
eow: tuesday, september 29,1981,cause of death: gunfire,gunfire,1981-09-29,1981,False,texas department of public safety - texas highway patrol, tx
eow: thursday, october 1,1981,cause of death: gunfire,gunfire,1981-10-01,1981,False,bessemer police department, al
eow: thursday, october 1,1981,cause of death: gunfire,gunfire,1981-10-01,1981,False,wellston police department, mo
eow: thursday, october 1,1981,cause of death: automobile accident,automobile accident,1981-10-01,1981,False,new rochelle police department, ny
eow: friday, october 2,1981,cause of death: gunfire,gunfire,1981-10-02,1981,False,california highway patrol, ca
eow: wednesday, october 7,1981,cause of death: heart attack,heart attack,1981-10-07,1981,False,pickens county sheriff's office, sc
eow: wednesday, october 7,1981,cause of death: gunfire,gunfire,1981-10-07,1981,False,los fresnos police department, tx
eow: thursday, october 8,1981,cause of death: structure collapse,structure collapse,1981-10-08,1981,False,pottawattamie county sheriff's office, ia
eow: sunday, october 11,1981,cause of death: vehicular assault,vehicular assault,1981-10-11,1981,False,kern county sheriff's department, ca
eow: sunday, october 11,1981,cause of death: stabbed,stabbed,1981-10-11,1981,False,kansas department of corrections, ks
eow: sunday, october 11,1981,cause of death: vehicular assault,vehicular assault,1981-10-11,1981,False,dayton police department, oh
eow: monday, october 12,1981,cause of death: vehicular assault,vehicular assault,1981-10-12,1981,False,wyoming highway patrol, wy
eow: tuesday, october 13,1981,cause of death: gunfire,gunfire,1981-10-13,1981,False,puerto rico police department, pr
eow: wednesday, october 14,1981,cause of death: gunfire,gunfire,1981-10-14,1981,False,atlantic city police department, nj
eow: thursday, october 15,1981,cause of death: heart attack,heart attack,1981-10-15,1981,False,worcester police department, ma
eow: tuesday, october 20,1981,cause of death: gunfire,gunfire,1981-10-20,1981,False,nyack police department, ny
eow: tuesday, october 20,1981,cause of death: automobile accident,automobile accident,1981-10-20,1981,False,curry county sheriff's office, or
eow: wednesday, october 21,1981,cause of death: gunfire,gunfire,1981-10-21,1981,False,cleveland police department, oh
eow: monday, october 26,1981,cause of death: gunfire (accidental),gunfire (accidental),1981-10-26,1981,False,harris county sheriff's office, tx
eow: thursday, october 29,1981,cause of death: gunfire,gunfire,1981-10-29,1981,False,itasca county sheriff's department, mn
eow: friday, october 30,1981,cause of death: motorcycle accident,motorcycle accident,1981-10-30,1981,False,long beach police department, ca
eow: saturday, november 7,1981,cause of death: vehicular assault,vehicular assault,1981-11-07,1981,False,clackamas county sheriff's department, or
eow: friday, november 13,1981,cause of death: automobile accident,automobile accident,1981-11-13,1981,False,south carolina highway patrol, sc
eow: sunday, november 15,1981,cause of death: gunfire,gunfire,1981-11-15,1981,False,parlier police department, ca
eow: saturday, november 21,1981,cause of death: automobile accident,automobile accident,1981-11-21,1981,False,jefferson county sheriff's office, al
eow: sunday, november 22,1981,cause of death: gunfire,gunfire,1981-11-22,1981,False,hendersonville police department, nc
eow: monday, november 23,1981,cause of death: gunfire,gunfire,1981-11-23,1981,False,charlotte police department, nc
eow: thursday, november 26,1981,cause of death: gunfire,gunfire,1981-11-26,1981,False,troy police department, al
eow: monday, november 30,1981,cause of death: gunfire,gunfire,1981-11-30,1981,False,united states department of the treasury - customs service, us
eow: tuesday, december 1,1981,cause of death: assault,assault,1981-12-01,1981,False,chickasaw county sheriff's department, ms
eow: wednesday, december 2,1981,cause of death: gunfire,gunfire,1981-12-02,1981,False,puerto rico police department, pr
eow: thursday, december 3,1981,cause of death: vehicle pursuit,vehicle pursuit,1981-12-03,1981,False,dekalb county police department, ga
eow: saturday, december 5,1981,cause of death: automobile accident,automobile accident,1981-12-05,1981,False,hannahville tribal police department, tr
eow: monday, december 7,1981,cause of death: gunfire,gunfire,1981-12-07,1981,False,warren county sheriff's department, il
eow: wednesday, december 9,1981,cause of death: gunfire,gunfire,1981-12-09,1981,False,philadelphia police department, pa
eow: saturday, december 12,1981,cause of death: gunfire,gunfire,1981-12-12,1981,False,east baton rouge parish sheriff's office, la
eow: monday, december 14,1981,cause of death: gunfire,gunfire,1981-12-14,1981,False,huntington police department, wv
eow: tuesday, december 15,1981,cause of death: gunfire,gunfire,1981-12-15,1981,False,hillsborough county sheriff's office, fl
eow: saturday, december 19,1981,cause of death: gunfire (accidental),gunfire (accidental),1981-12-19,1981,False,rose city police department, tx
eow: sunday, december 20,1981,cause of death: gunfire,gunfire,1981-12-20,1981,False,puerto rico police department, pr
eow: monday, december 21,1981,cause of death: automobile accident,automobile accident,1981-12-21,1981,False,swainsboro police department, ga
eow: monday, december 21,1981,cause of death: gunfire,gunfire,1981-12-21,1981,False,new jersey state police, nj
eow: wednesday, december 23,1981,cause of death: gunfire,gunfire,1981-12-23,1981,False,milwaukee police department, wi
eow: sunday, december 27,1981,cause of death: gunfire,gunfire,1981-12-27,1981,False,virginia beach police department, va
eow: thursday, december 31,1981,cause of death: gunfire,gunfire,1981-12-31,1981,False,mississippi department of public safety - highway patrol, ms
eow: thursday, december 31,1981,cause of death: duty related illness,duty related illness,1981-12-31,1981,False,northwood police department, oh
eow: tuesday, may 19,1981,cause of death: fall,fall,1981-05-19,1981,True,redding police department, ca
eow: thursday, june 4,1981,cause of death: fall,fall,1981-06-04,1981,True,los angeles police department, ca
eow: tuesday, january 5,1982,cause of death: gunfire,gunfire,1982-01-05,1982,False,montgomery police department, al
eow: tuesday, january 5,1982,cause of death: struck by vehicle,struck by vehicle,1982-01-05,1982,False,wichita police department, ks
eow: thursday, january 7,1982,cause of death: gunfire,gunfire,1982-01-07,1982,False,north little rock police department, ar
eow: friday, january 8,1982,cause of death: gunfire,gunfire,1982-01-08,1982,False,buena vista police department, va
eow: friday, january 8,1982,cause of death: gunfire,gunfire,1982-01-08,1982,False,huntington police department, wv
eow: monday, january 11,1982,cause of death: automobile accident,automobile accident,1982-01-11,1982,False,collin county sheriff's office, tx
eow: wednesday, january 13,1982,cause of death: gunfire,gunfire,1982-01-13,1982,False,philadelphia housing authority police department, pa
eow: wednesday, january 13,1982,cause of death: gunfire,gunfire,1982-01-13,1982,False,salt lake city police department, ut
eow: thursday, january 14,1982,cause of death: gunfire,gunfire,1982-01-14,1982,False,memphis police department, tn
eow: tuesday, january 19,1982,cause of death: gunfire (accidental),gunfire (accidental),1982-01-19,1982,False,los angeles county sheriff's department, ca
eow: thursday, january 21,1982,cause of death: gunfire,gunfire,1982-01-21,1982,False,union county sheriff's office, oh
eow: friday, january 22,1982,cause of death: automobile accident,automobile accident,1982-01-22,1982,False,yamhill county sheriff's office, or
eow: monday, january 25,1982,cause of death: heart attack,heart attack,1982-01-25,1982,False,kane county sheriff's department, il
eow: tuesday, january 26,1982,cause of death: motorcycle accident,motorcycle accident,1982-01-26,1982,False,windcrest police department, tx
eow: saturday, january 30,1982,cause of death: struck by vehicle,struck by vehicle,1982-01-30,1982,False,maryland state police, md
eow: thursday, february 4,1982,cause of death: gunfire,gunfire,1982-02-04,1982,False,cheatham county sheriff's department, tn
eow: friday, february 5,1982,cause of death: gunfire,gunfire,1982-02-05,1982,False,chicago police department, il
eow: friday, february 5,1982,cause of death: aircraft accident,aircraft accident,1982-02-05,1982,False,indianapolis airport police department, in
eow: saturday, february 6,1982,cause of death: heart attack,heart attack,1982-02-06,1982,False,new york state department of correctional services, ny
eow: sunday, february 7,1982,cause of death: heart attack,heart attack,1982-02-07,1982,False,jacksonville sheriff's office, fl
eow: sunday, february 7,1982,cause of death: automobile accident,automobile accident,1982-02-07,1982,False,pennsylvania state police, pa
eow: monday, february 8,1982,cause of death: gunfire,gunfire,1982-02-08,1982,False,prince george's county police department, md
eow: tuesday, february 9,1982,cause of death: gunfire,gunfire,1982-02-09,1982,False,chicago police department, il
eow: tuesday, february 9,1982,cause of death: gunfire,gunfire,1982-02-09,1982,False,michigan state police, mi
eow: wednesday, february 10,1982,cause of death: gunfire,gunfire,1982-02-10,1982,False,chicago police department, il
eow: thursday, february 11,1982,cause of death: gunfire,gunfire,1982-02-11,1982,False,new york city housing authority police department, ny
eow: sunday, february 14,1982,cause of death: gunfire,gunfire,1982-02-14,1982,False,northern mariana islands police department, mp
eow: thursday, february 18,1982,cause of death: gunfire,gunfire,1982-02-18,1982,False,tucson police department, az
eow: sunday, february 21,1982,cause of death: gunfire,gunfire,1982-02-21,1982,False,new york city police department, ny
eow: wednesday, february 24,1982,cause of death: aircraft accident,aircraft accident,1982-02-24,1982,False,california highway patrol, ca
eow: thursday, february 25,1982,cause of death: gunfire,gunfire,1982-02-25,1982,False,detroit police department, mi
eow: monday, march 1,1982,cause of death: vehicular assault,vehicular assault,1982-03-01,1982,False,grand prairie police department, tx
eow: saturday, march 6,1982,cause of death: gunfire,gunfire,1982-03-06,1982,False,grant county sheriff's department, or
eow: saturday, march 6,1982,cause of death: gunfire,gunfire,1982-03-06,1982,False,puerto rico police department, pr
eow: sunday, march 14,1982,cause of death: gunfire,gunfire,1982-03-14,1982,False,pocahontas police department, ar
eow: wednesday, march 17,1982,cause of death: automobile accident,automobile accident,1982-03-17,1982,False,paris police department, me
eow: saturday, march 20,1982,cause of death: automobile accident,automobile accident,1982-03-20,1982,False,norwalk police department, ct
eow: wednesday, march 24,1982,cause of death: gunfire,gunfire,1982-03-24,1982,False,spencer police department, ma
eow: thursday, march 25,1982,cause of death: gunfire,gunfire,1982-03-25,1982,False,san joaquin county sheriff's office, ca
eow: friday, march 26,1982,cause of death: aircraft accident,aircraft accident,1982-03-26,1982,False,tulsa police department, ok
eow: monday, march 29,1982,cause of death: gunfire,gunfire,1982-03-29,1982,False,detroit police department, mi
eow: monday, march 29,1982,cause of death: fire,fire,1982-03-29,1982,False,houston police department, tx
eow: monday, march 29,1982,cause of death: vehicular assault,vehicular assault,1982-03-29,1982,False,houston police department, tx
eow: tuesday, march 30,1982,cause of death: stabbed,stabbed,1982-03-30,1982,False,huron police department, sd
eow: friday, april 2,1982,cause of death: vehicular assault,vehicular assault,1982-04-02,1982,False,conway police department, ar
eow: tuesday, april 6,1982,cause of death: automobile accident,automobile accident,1982-04-06,1982,False,muskegon county sheriff's office, mi
eow: friday, april 16,1982,cause of death: automobile accident,automobile accident,1982-04-16,1982,False,knott county sheriff's department, ky
eow: tuesday, april 20,1982,cause of death: struck by vehicle,struck by vehicle,1982-04-20,1982,False,arkansas highway police, ar
eow: tuesday, april 20,1982,cause of death: automobile accident,automobile accident,1982-04-20,1982,False,louisiana state police, la
eow: monday, april 26,1982,cause of death: gunfire,gunfire,1982-04-26,1982,False,east baton rouge parish sheriff's office, la
eow: tuesday, april 27,1982,cause of death: gunfire,gunfire,1982-04-27,1982,False,montcalm county sheriff's department, mi
eow: wednesday, april 28,1982,cause of death: gunfire,gunfire,1982-04-28,1982,False,houston police department, tx
eow: friday, april 30,1982,cause of death: automobile accident,automobile accident,1982-04-30,1982,False,united states general services administration - federal protective service, us
eow: monday, may 3,1982,cause of death: vehicle pursuit,vehicle pursuit,1982-05-03,1982,False,waynetown police department, in
eow: thursday, may 6,1982,cause of death: motorcycle accident,motorcycle accident,1982-05-06,1982,False,memphis police department, tn
eow: friday, may 7,1982,cause of death: automobile accident,automobile accident,1982-05-07,1982,False,dakota county sheriff's department, ne
eow: thursday, may 13,1982,cause of death: gunfire,gunfire,1982-05-13,1982,False,riverside police department, ca
eow: saturday, may 15,1982,cause of death: gunfire,gunfire,1982-05-15,1982,False,kenova police department, wv
eow: sunday, may 16,1982,cause of death: gunfire,gunfire,1982-05-16,1982,False,roseville police department, mn
eow: tuesday, may 18,1982,cause of death: automobile accident,automobile accident,1982-05-18,1982,False,georgia state patrol, ga
eow: tuesday, may 18,1982,cause of death: gunfire,gunfire,1982-05-18,1982,False,puerto rico police department, pr
eow: wednesday, may 19,1982,cause of death: automobile accident,automobile accident,1982-05-19,1982,False,south carolina department of natural resources, sc
eow: thursday, may 20,1982,cause of death: automobile accident,automobile accident,1982-05-20,1982,False,illinois state police, il
eow: sunday, may 23,1982,cause of death: training accident,training accident,1982-05-23,1982,False,la grande police department, or
eow: thursday, june 3,1982,cause of death: gunfire,gunfire,1982-06-03,1982,False,palm beach county sheriff's office, fl
eow: monday, june 7,1982,cause of death: gunfire,gunfire,1982-06-07,1982,False,winston county sheriff's office, al
eow: tuesday, june 8,1982,cause of death: heart attack,heart attack,1982-06-08,1982,False,clarendon county sheriff's department, sc
eow: friday, june 18,1982,cause of death: gunfire,gunfire,1982-06-18,1982,False,puerto rico police department, pr
eow: sunday, june 20,1982,cause of death: gunfire,gunfire,1982-06-20,1982,False,dallas county sheriff's department, tx
eow: wednesday, june 23,1982,cause of death: vehicle pursuit,vehicle pursuit,1982-06-23,1982,False,muldrow police department, ok
eow: thursday, june 24,1982,cause of death: vehicular assault,vehicular assault,1982-06-24,1982,False,hermosa beach police department, ca
eow: thursday, june 24,1982,cause of death: gunfire,gunfire,1982-06-24,1982,False,king county sheriff's office, wa
eow: friday, june 25,1982,cause of death: struck by vehicle,struck by vehicle,1982-06-25,1982,False,spring township constable's office, ar
eow: thursday, july 1,1982,cause of death: gunfire,gunfire,1982-07-01,1982,False,phoenix police department, az
eow: thursday, july 1,1982,cause of death: gunfire,gunfire,1982-07-01,1982,False,charlotte police department, nc
eow: saturday, july 3,1982,cause of death: struck by vehicle,struck by vehicle,1982-07-03,1982,False,heflin police department, al
eow: saturday, july 3,1982,cause of death: vehicle pursuit,vehicle pursuit,1982-07-03,1982,False,jefferson county sheriff's department, mo
eow: sunday, july 4,1982,cause of death: gunfire,gunfire,1982-07-04,1982,False,wilcox county sheriff's department, al
eow: friday, july 9,1982,cause of death: assault,assault,1982-07-09,1982,False,jasper county sheriff's department, tx
eow: tuesday, july 13,1982,cause of death: gunfire,gunfire,1982-07-13,1982,False,houston police department, tx
eow: wednesday, july 14,1982,cause of death: vehicular assault,vehicular assault,1982-07-14,1982,False,metropolitan police department, ma
eow: friday, july 16,1982,cause of death: gunfire,gunfire,1982-07-16,1982,False,san francisco police department, ca
eow: saturday, july 17,1982,cause of death: gunfire,gunfire,1982-07-17,1982,False,california highway patrol, ca
eow: sunday, july 18,1982,cause of death: gunfire (accidental),gunfire (accidental),1982-07-18,1982,False,lawrence county sheriff's department, tn
eow: tuesday, july 20,1982,cause of death: gunfire,gunfire,1982-07-20,1982,False,united states general services administration - federal protective service, us
eow: wednesday, july 21,1982,cause of death: gunfire (accidental),gunfire (accidental),1982-07-21,1982,False,louisiana state police, la
eow: thursday, july 22,1982,cause of death: drowned,drowned,1982-07-22,1982,False,algonquin police department, il
eow: thursday, july 22,1982,cause of death: automobile accident,automobile accident,1982-07-22,1982,False,michigan state police, mi
eow: saturday, july 24,1982,cause of death: vehicular assault,vehicular assault,1982-07-24,1982,False,new york state police, ny
eow: monday, july 26,1982,cause of death: vehicular assault,vehicular assault,1982-07-26,1982,False,daytona beach police department, fl
eow: wednesday, july 28,1982,cause of death: gunfire,gunfire,1982-07-28,1982,False,metro-dade police department, fl
eow: monday, august 2,1982,cause of death: gunfire,gunfire,1982-08-02,1982,False,ashland county sheriff's department, oh
eow: wednesday, august 4,1982,cause of death: automobile accident,automobile accident,1982-08-04,1982,False,new jersey department of the treasury - office of criminal investigation, nj
eow: wednesday, august 4,1982,cause of death: struck by vehicle,struck by vehicle,1982-08-04,1982,False,gahanna police department, oh
eow: wednesday, august 4,1982,cause of death: gunfire,gunfire,1982-08-04,1982,False,metro nashville police department, tn
eow: thursday, august 5,1982,cause of death: assault,assault,1982-08-05,1982,False,salamanca police department, ny
